work_year	salary_in_usd	company_location
2023	185000	United States
2023	204500	United States
2023	142200	United States
2023	145000	United States
2023	87000	United States
2023	50000	United States
2023	234100	United States
2023	203500	United States
2023	223800	United States
2023	172100	United States
2023	180000	United States
2023	150000	United States
2023	232200	United States
2023	167200	United States
2023	197000	United States
2023	106000	United States
2023	180000	United States
2023	145000	United States
2023	225000	United States
2023	200000	United States
2023	170000	United States
2023	114000	United States
2023	291500	United States
2023	180000	United States
2023	196200	United States
2023	150900	United States
2023	168400	United States
2023	105200	United States
2023	95000	Spain
2023	80000	Spain
2023	116000	United States
2023	72000	United States
2023	207000	United States
2023	167000	United States
2023	145000	United States
2023	135000	United States
2023	105000	United States
2023	70000	United States
2023	180000	United States
2023	115000	United States
2023	133800	United States
2023	96100	United States
2023	120000	United States
2023	80000	United States
2023	140000	United States
2023	100000	United States
2023	150000	United States
2023	120000	United States
2023	140000	United States
2023	115000	United States
2023	297300	United States
2023	198200	United States
2023	297300	United States
2023	198200	United States
2023	202000	United States
2023	135000	United States
2023	110000	United States
2023	84000	United States
2023	219000	United States
2023	230000	United States
2023	196000	United States
2023	140000	United States
2023	110000	United States
2023	150000	United States
2023	100000	United States
2023	160000	United States
2023	110000	United States
2023	185900	United States
2023	129300	United States
2023	126100	United States
2023	72000	United States
2023	170000	United States
2023	150000	United States
2023	175000	United States
2023	140000	United States
2023	240500	United States
2023	137500	United States
2023	187500	United States
2023	165000	United States
2023	73824	United Kingdom
2022	25216	United States
2023	210000	United States
2023	165750	United States
2023	225000	United States
2023	165750	United States
2023	110367	United Kingdom
2023	67979	United Kingdom
2023	135000	United States
2023	115000	United States
2023	275000	United States
2023	175000	United States
2023	170000	United States
2023	140000	United States
2023	175308	United States
2023	100706	United States
2023	235000	United States
2023	135000	United States
2023	310000	United States
2023	229000	United States
2023	289076	United States
2023	202353	United States
2023	70179	Portugal
2023	37788	Portugal
2023	120000	United States
2023	100000	United States
2023	226700	United States
2023	133300	United States
2023	125000	United States
2023	85000	United States
2023	130000	United States
2023	80000	United States
2023	120000	United States
2023	100000	United States
2023	231250	United States
2023	138750	United States
2023	199000	United States
2023	162000	United States
2023	160000	United States
2023	135000	United States
2022	100000	United States
2023	200000	United States
2023	150000	United States
2023	160000	United States
2023	120000	United States
2023	250000	United States
2023	200000	United States
2023	150000	United States
2023	120000	United States
2023	150000	United States
2023	100000	United States
2022	133000	Netherlands
2023	272550	United States
2023	198200	United States
2023	182000	United States
2023	140000	United States
2023	200000	United States
2023	160000	United States
2023	204500	United States
2023	142200	United States
2023	120000	United States
2023	105000	United States
2023	187500	United States
2023	175000	United States
2023	204500	United States
2023	142200	United States
2023	155000	United States
2023	64000	United States
2023	235000	United States
2023	185000	United States
2023	174500	United States
2023	113000	United States
2023	143100	Canada
2023	113000	Canada
2023	184000	United States
2023	142000	United States
2023	140000	United States
2023	120000	United States
2023	174500	United States
2023	113000	United States
2023	180560	United States
2023	115440	United States
2023	140000	United States
2023	120000	United States
2023	248100	United States
2023	145900	United States
2023	120000	Canada
2023	110000	Canada
2023	291500	United States
2023	180000	United States
2023	76284	United Kingdom
2023	63980	United Kingdom
2023	161800	United States
2023	141600	United States
2023	59059	United Kingdom
2023	46755	United Kingdom
2023	166000	United States
2023	128000	United States
2023	170000	United States
2023	110000	United States
2023	160000	United States
2023	75000	United States
2023	236000	United States
2023	182000	United States
2022	130000	United States
2023	150000	United States
2023	100000	United States
2023	261500	United States
2023	134500	United States
2023	130000	United States
2023	90000	United States
2023	160000	United States
2023	135000	United States
2022	125000	United States
2022	175000	United States
2022	155000	United States
2022	153600	United States
2022	106800	United States
2022	150000	United States
2022	140000	United States
2022	122000	United States
2022	94500	United States
2022	170000	United States
2022	130000	United States
2022	145000	United States
2022	128000	United States
2022	145000	United States
2022	100000	United States
2022	175000	United States
2022	120000	United States
2022	145000	United States
2022	115000	United States
2022	150000	United States
2022	150000	United States
2022	100000	United States
2022	150000	United States
2022	127500	United States
2022	126500	United States
2022	51000	United States
2022	260000	United States
2022	175000	United States
2022	40000	Pakistan
2022	40000	Australia
2022	250000	United States
2022	63000	United States
2022	210000	United States
2022	160000	United States
2022	272550	United States
2022	198200	United States
2022	94560	France
2022	52533	France
2022	220000	United States
2022	146000	United States
2022	150000	United States
2022	100000	United States
2022	248400	Canada
2022	183600	Canada
2022	150000	United States
2022	150000	United States
2022	40000	Australia
2022	120000	United States
2022	95000	United States
2022	160000	United States
2022	135000	United States
2022	24165	Italy
2022	216000	United States
2022	144000	United States
2022	85000	United States
2022	65000	United States
2022	149000	United States
2022	119000	United States
2022	140000	United States
2022	120000	United States
2022	150000	United States
2022	110000	United States
2022	246000	United States
2022	201000	United States
2022	190000	United States
2022	155000	United States
2022	235000	United States
2022	185000	United States
2022	190000	United States
2022	160000	United States
2022	100000	United States
2022	130000	United States
2022	115000	United States
2022	92350	United Kingdom
2022	67723	United Kingdom
2022	105000	United States
2022	70000	United States
2022	204500	United States
2022	142200	United States
2022	192000	United States
2022	164000	United States
2022	185900	United States
2022	129300	United States
2022	130000	United States
2022	75000	United States
2022	175000	United States
2022	120000	United States
2022	167500	United States
2022	106500	United States
2022	75000	United States
2022	60000	United States
2022	184000	United States
2022	142000	United States
2022	145000	United States
2022	100000	United States
2022	44365	Poland
2022	175000	United States
2022	120000	United States
2022	175000	United States
2022	120000	United States
2022	200000	United States
2022	145000	United States
2022	92350	United Kingdom
2022	73880	United Kingdom
2022	145000	United States
2022	100000	United States
2022	192000	United States
2022	164000	United States
2022	310000	United States
2022	239000	United States
2022	120000	United States
2022	95000	United States
2022	145000	United States
2022	135000	United States
2022	100000	United States
2022	78000	United States
2022	73546	Spain
2022	36773	Spain
2022	160000	United States
2022	120000	United States
2022	190000	United States
2022	150000	United States
2022	125000	Colombia
2022	120000	United States
2022	95000	United States
2022	150000	United States
2022	100000	United States
2022	47280	Spain
2022	37824	Spain
2022	115934	United States
2022	81666	United States
2022	175000	United States
2022	140000	United States
2022	120000	United States
2022	95000	United States
2022	249500	United States
2022	149850	United States
2022	122500	United States
2022	100000	United States
2022	249500	United States
2022	149850	United States
2022	55000	United States
2022	48000	United States
2022	249500	United States
2022	149850	United States
2022	58837	France
2022	190000	United States
2022	120000	United States
2022	127000	United States
2022	104000	United States
2022	210000	United States
2022	150000	United States
2022	210000	United States
2022	150000	United States
2022	210000	United States
2022	130000	United States
2022	182750	United States
2022	161500	United States
2022	102640	United States
2022	66100	United States
2022	210000	United States
2022	150000	United States
2022	198800	United States
2022	122600	United States
2022	130000	United States
2022	80000	United States
2022	136000	United States
2022	104000	United States
2022	150000	United States
2022	100000	United States
2022	160000	United States
2022	135000	United States
2022	216000	United States
2022	144000	United States
2022	159000	United States
2022	130000	United States
2022	115934	United States
2022	81666	United States
2022	215000	United States
2022	150000	United States
2022	246000	United States
2022	201000	United States
2022	187000	United States
2022	153000	United States
2022	255000	Mexico
2022	185000	Mexico
2022	430967	United Kingdom
2022	55410	United Kingdom
2022	50432	Spain
2022	39925	Spain
2022	169000	United States
2022	110600	United States
2022	60938	Germany
2022	140000	United States
2022	120000	United States
2022	75000	United States
2022	60000	United States
2022	50000	United States
2022	134000	United States
2022	124000	United States
2022	166700	United States
2022	119000	United States
2022	124234	United States
2022	74540	United States
2022	100000	United States
2022	65000	United States
2022	200000	Canada
2022	220000	United States
2022	146000	United States
2022	68293	Spain
2022	36773	Spain
2022	110000	United States
2022	70000	United States
2022	50000	United States
2022	120000	United States
2022	95000	United States
2022	150000	United States
2022	100000	United States
2022	47280	Spain
2022	37824	Spain
2022	190000	United States
2022	135000	United States
2022	128000	United States
2022	81500	United States
2022	173000	United States
2022	110000	United States
2022	192000	United States
2022	120000	United States
2022	115934	United States
2022	81666	United States
2022	120000	United States
2022	95000	United States
2022	190000	United States
2022	194000	United States
2022	129400	United States
2022	201000	United States
2022	89200	United States
2022	165000	United States
2022	125000	United States
2022	230000	United States
2022	196000	United States
2022	130000	United States
2022	90000	United States
2022	150000	United States
2022	100000	United States
2022	230000	United States
2022	150000	United States
2022	153600	United States
2022	106800	United States
2022	130000	United States
2022	100000	United States
2022	216000	United States
2022	144000	United States
2022	180000	United States
2022	120000	United States
2022	160000	United States
2022	135000	United States
2022	192500	United States
2022	140000	United States
2022	152500	United States
2022	130000	United States
2022	65000	United States
2022	55000	United States
2022	178750	United States
2022	160000	United States
2022	63040	France
2022	52533	France
2022	165000	United States
2022	135000	United States
2022	170000	United States
2022	125000	United States
2022	105000	United States
2022	70000	United States
2022	130000	United States
2022	95000	United States
2022	203500	United States
2022	152000	United States
2022	197430	United States
2022	134760	United States
2022	120000	United States
2022	197000	United States
2022	99000	United States
2022	220000	United States
2022	162000	United States
2022	110446	Lithuania
2022	79178	Lithuania
2022	70186	United Kingdom
2022	51716	United Kingdom
2022	149040	United States
2022	113900	United States
2020	95000	United States
2021	115000	United States
2022	171000	Australia
2022	100000	United States
2022	78000	United States
2022	120000	United States
2022	95000	United States
2022	110000	United States
2022	70000	United States
2022	50000	United States
2022	185900	United States
2022	129300	United States
2022	150000	United States
2022	100000	United States
2022	230000	United States
2022	154600	United States
2022	204500	United States
2022	142200	United States
2022	160000	United States
2022	75000	United States
2022	47280	Spain
2022	37824	Spain
2022	213000	United States
2022	152000	United States
2022	140000	United States
2022	120000	United States
2022	110000	United States
2022	70000	United States
2022	227200	Canada
2022	168000	Canada
2022	64090	Germany
2022	60938	Germany
2022	243000	United States
2022	183000	United States
2022	175000	United States
2022	150000	United States
2022	130000	United States
2022	90000	United States
2022	165000	United States
2022	124000	United States
2022	178000	Canada
2022	132000	Canada
2022	300000	United States
2022	130000	United States
2022	169000	United States
2022	110600	United States
2022	116000	United States
2022	96000	United States
2022	92350	United Kingdom
2022	70186	United Kingdom
2022	105000	United States
2022	70000	United States
2022	105236	Canada
2022	194000	United States
2022	129400	United States
2022	190000	United States
2022	135000	United States
2022	100000	United States
2022	70000	United States
2022	189750	United States
2022	140250	United States
2022	130000	United States
2022	100000	United States
2022	160000	United States
2022	109000	United States
2022	250000	United States
2022	150000	United States
2022	206000	United States
2022	160000	United States
2022	135000	United States
2022	120000	United States
2022	115573	France
2022	73546	France
2022	160000	United States
2022	135000	United States
2022	150000	United States
2022	100000	United States
2022	120000	United States
2022	95000	United States
2022	68293	Spain
2022	42026	Spain
2022	191200	United States
2022	130000	United States
2022	191200	United States
2022	130000	United States
2022	66192	Germany
2022	230000	United States
2022	154600	United States
2022	120000	United States
2022	95000	United States
2022	140000	United States
2022	120000	United States
2022	169000	United States
2022	110600	United States
2022	80000	United States
2022	185900	United States
2022	129300	United States
2022	135000	United States
2022	110000	United States
2022	155000	United States
2022	140000	United States
2022	205000	United States
2022	150000	United States
2022	179500	United States
2022	134000	United States
2022	180000	United States
2022	120000	United States
2022	185900	United States
2022	129300	United States
2022	175000	United States
2022	145000	United States
2022	235000	United States
2022	175000	United States
2022	27317	Spain
2022	160000	United States
2022	90000	United States
2022	68293	Spain
2022	36773	Spain
2022	145000	United States
2022	115000	United States
2022	165000	United States
2022	135000	United States
2022	168400	United States
2022	105200	United States
2022	86193	United Kingdom
2022	49253	United Kingdom
2022	200000	United States
2022	160000	United States
2022	47280	Spain
2022	37824	Spain
2022	198800	United States
2022	122600	United States
2022	100000	Iran
2022	105066	France
2022	130000	United States
2022	100000	United States
2022	104663	United Kingdom
2022	73880	United Kingdom
2022	125000	United States
2022	110000	United States
2022	165000	United States
2022	124000	United States
2022	148000	United States
2022	107000	United States
2022	150000	United States
2022	100000	United States
2022	160000	United States
2022	135000	United States
2022	120000	United States
2022	95000	United States
2022	153600	United States
2022	106800	United States
2022	100000	Canada
2022	65000	Canada
2022	120000	United States
2022	95000	United States
2022	63040	Portugal
2022	36773	Portugal
2022	310000	United States
2022	239000	United States
2022	299500	United States
2022	245100	United States
2022	168000	United States
2022	130000	United States
2022	136000	United States
2022	104000	United States
2022	161000	United States
2022	118000	United States
2022	205000	United States
2022	184000	United States
2022	185900	United States
2022	129300	United States
2022	247500	United States
2022	172200	United States
2022	68293	Italy
2022	177000	United States
2022	131000	United States
2022	205000	United States
2022	184000	United States
2022	146000	United States
2022	102000	United States
2022	169000	United States
2022	110600	United States
2022	230000	United States
2022	196000	United States
2022	135000	United States
2022	100000	United States
2022	80000	United States
2022	65000	United States
2022	135000	United States
2022	100000	United States
2022	61566	United Kingdom
2022	43096	United Kingdom
2022	175000	United States
2022	135000	United States
2022	80000	United States
2022	231250	United States
2022	138750	United States
2022	193750	United States
2022	116250	United States
2022	231250	United States
2022	138750	United States
2022	231250	United States
2022	138750	United States
2022	231250	United States
2022	138750	United States
2022	193750	United States
2022	116250	United States
2022	208000	United States
2022	127000	United States
2022	300000	United States
2022	196000	United States
2022	204500	United States
2022	142200	United States
2021	45555	Bahamas
2022	185900	United States
2022	129300	United States
2022	47280	Spain
2022	37824	Spain
2022	204500	United States
2022	142200	United States
2022	205000	United States
2022	185000	United States
2022	185900	United States
2022	129300	United States
2022	247500	United States
2022	172200	United States
2022	160000	United States
2022	135000	United States
2022	150000	United States
2022	100000	United States
2022	110000	United States
2022	95000	United States
2022	185900	United States
2022	129300	United States
2022	205000	United States
2022	184000	United States
2022	375000	United States
2022	191200	United States
2022	130000	United States
2022	225000	United States
2022	156400	United States
2022	169000	United States
2022	110600	United States
2022	204500	United States
2022	142200	United States
2022	104663	United Kingdom
2022	80036	United Kingdom
2022	185900	United States
2022	129300	United States
2022	140700	United States
2022	93800	United States
2022	350000	United States
2022	135000	United States
2022	115934	United States
2022	81666	United States
2022	104697	Switzerland
2022	33000	Germany
2022	34672	Germany
2022	201000	United States
2022	119000	United States
2022	175000	United States
2022	150000	United States
2022	154560	United States
2022	123648	United States
2022	130000	United States
2022	100000	United States
2022	170000	United States
2022	145000	United States
2022	135000	United States
2022	100000	United States
2022	247500	United States
2022	172200	United States
2022	177500	United States
2022	134000	United States
2022	185900	United States
2022	129300	United States
2022	192564	United States
2022	144854	United States
2022	130000	United States
2022	105000	United States
2022	179305	United States
2022	142127	United States
2022	315000	United States
2022	225000	United States
2022	243900	United States
2022	156600	United States
2022	206000	United States
2022	160000	United States
2022	109000	United States
2022	79000	United States
2022	160000	United States
2022	109000	United States
2022	89306	Austria
2022	182500	United States
2022	128500	United States
2022	160000	United States
2022	90000	United States
2022	77300	United States
2022	45600	United States
2022	127000	United States
2022	110000	United States
2022	210000	United States
2022	136000	United States
2022	170000	United States
2022	140000	United States
2022	247500	United States
2022	172200	United States
2022	225000	United States
2022	184100	United States
2022	130000	United States
2022	90000	United States
2022	120000	United States
2022	100000	United States
2022	85000	United States
2022	78000	United States
2022	161000	United States
2022	110000	United States
2022	136000	United States
2022	104000	United States
2022	47280	Spain
2022	37824	Spain
2022	205000	United States
2022	160000	United States
2022	169000	United States
2022	110600	United States
2022	61566	United Kingdom
2022	49253	United Kingdom
2022	160000	United States
2022	130000	United States
2022	245000	United States
2022	180000	United States
2022	135000	United States
2022	100000	United States
2022	220000	United States
2022	150000	United States
2022	198440	United States
2022	144000	United States
2022	240000	United States
2022	170000	United States
2022	198440	United States
2022	144000	United States
2022	150000	United States
2022	100000	United States
2022	120000	United States
2022	95000	United States
2022	57872	United Kingdom
2022	64000	United States
2022	39925	France
2022	187200	Canada
2022	116100	Canada
2022	150000	United States
2022	127000	United States
2022	275000	United States
2022	166000	United States
2022	159699	United States
2022	138938	United States
2022	76000	United States
2022	166700	United States
2022	119000	United States
2022	130000	United States
2022	100000	United States
2022	103432	United Kingdom
2022	92350	United Kingdom
2022	80000	United States
2022	52500	United States
2022	236000	United States
2022	182000	United States
2022	180000	United States
2022	140000	United States
2022	225000	United States
2022	156400	United States
2022	135000	United States
2022	100000	United States
2022	204500	United States
2022	142200	United States
2022	240000	United States
2022	125404	United States
2022	300000	United States
2022	130000	United States
2022	195000	United States
2022	175000	United States
2022	155000	United States
2022	110000	United States
2022	123000	United States
2022	92250	United States
2022	170000	United States
2022	150000	United States
2022	180000	United States
2022	100000	United States
2022	97000	United States
2022	90000	United States
2022	200000	United States
2022	160000	United States
2022	210000	United States
2022	180000	United States
2022	260000	United States
2022	180000	United States
2022	210000	United States
2022	157000	United States
2022	180000	United States
2022	100000	United States
2022	80000	United States
2022	52500	United States
2022	128000	United States
2022	81500	United States
2022	105000	United States
2022	70000	United States
2022	175000	United States
2022	122500	United States
2022	171000	United States
2022	117000	United States
2022	202800	United States
2022	104300	United States
2022	50432	Spain
2022	36773	Spain
2022	197000	United States
2022	99000	United States
2022	160000	United States
2022	110000	United States
2022	185900	United States
2022	129300	United States
2022	30000	Mexico
2022	78000	Brazil
2022	48000	Brazil
2022	170000	United States
2022	130000	United States
2022	150000	United States
2022	95000	United States
2022	78000	Brazil
2022	42000	Brazil
2022	345600	United States
2022	230400	United States
2022	145000	United States
2022	115000	United States
2022	78000	Brazil
2022	48000	Brazil
2022	175950	United States
2022	130050	United States
2022	205600	United States
2022	105700	United States
2022	236600	United States
2022	89200	United States
2022	84000	Brazil
2022	54000	Brazil
2022	80000	United States
2022	200000	United Kingdom
2022	73742	Canada
2022	165000	United States
2022	33246	United Kingdom
2022	185900	United States
2022	129300	United States
2022	169000	United States
2022	110600	United States
2021	75050	Australia
2022	225000	United States
2022	184100	United States
2022	185900	United States
2022	129300	United States
2022	225000	United States
2022	156400	United States
2022	185900	United States
2022	129300	United States
2022	108000	United States
2022	155000	United States
2022	38000	United States
2022	85000	United States
2022	65000	United States
2022	155000	United States
2022	38000	United States
2022	110820	United Kingdom
2022	92350	United Kingdom
2022	153600	United States
2022	106800	United States
2022	185000	United States
2022	50000	United States
2022	185900	United States
2022	129300	United States
2022	155000	United States
2022	38000	United States
2022	168000	United States
2022	130000	United States
2022	123400	United States
2022	88100	United States
2022	120000	United States
2022	55000	United States
2022	185900	United States
2022	129300	United States
2022	191200	United States
2022	130000	United States
2022	169000	United States
2022	110600	United States
2022	150000	United States
2022	120000	United States
2022	139000	United States
2022	122000	United States
2022	185900	United States
2022	129300	United States
2022	139600	United States
2022	85700	United States
2022	185000	United States
2022	50000	United States
2022	185900	United States
2022	129300	United States
2022	225000	United States
2022	156400	United States
2022	200000	United States
2022	175000	United States
2022	185900	United States
2022	129300	United States
2022	148500	United States
2022	98200	United States
2022	115000	United States
2022	95000	United States
2022	225000	United States
2022	66000	United States
2022	185000	United States
2022	50000	United States
2022	47280	Spain
2022	37824	Spain
2022	134000	United States
2022	98000	United States
2022	105000	United States
2022	62000	United States
2022	57000	United States
2022	161311	Canada
2022	144200	United States
2022	115360	United States
2022	83171	Australia
2022	73546	Portugal
2022	42026	Portugal
2022	170000	United States
2022	150000	United States
2022	180000	United States
2022	160000	United States
2022	108000	United States
2022	200000	United States
2022	150000	United States
2022	125976	Canada
2022	188700	United States
2022	160395	United States
2022	115934	United States
2022	81666	United States
2022	300000	United States
2022	225000	United States
2022	198440	United States
2022	144000	United States
2022	191475	United States
2022	141525	United States
2022	50432	Spain
2022	36773	Spain
2022	75648	Germany
2022	156868	United States
2022	200000	Nigeria
2022	198440	United States
2022	144000	United States
2022	69344	Portugal
2022	90000	United States
2022	126080	Germany
2022	84053	Germany
2022	200000	United States
2022	180000	United States
2022	108000	United States
2022	85000	United States
2022	210000	United States
2022	180000	United States
2022	165000	United States
2022	132000	United States
2022	130000	United States
2022	110000	United States
2022	45050	Australia
2021	42028	Australia
2022	135000	United States
2022	178800	United States
2022	132100	United States
2022	20000	United States
2022	140000	Canada
2022	110000	Canada
2022	160000	United States
2022	85000	United States
2022	250000	United States
2022	63000	United States
2022	187200	United States
2022	116100	United States
2022	200000	United States
2022	145000	United States
2022	229998	United States
2022	154545	United States
2022	215000	United States
2022	159000	United States
2022	229998	United States
2022	154545	United States
2022	50000	United States
2022	183000	United States
2022	99750	United States
2022	68400	United States
2022	236900	United States
2022	159200	United States
2022	243225	United States
2022	179775	United States
2022	175000	United States
2022	150000	United States
2022	210000	United States
2022	180000	United States
2022	148000	United States
2022	128000	United States
2022	190000	United States
2022	135000	United States
2022	130000	United States
2022	110000	United States
2022	191475	United States
2022	141525	United States
2022	160000	United States
2022	85000	United States
2022	218000	United States
2022	145300	United States
2022	195400	United States
2022	131300	United States
2022	105000	United States
2022	191475	United States
2022	141525	United States
2022	207000	United States
2022	153000	United States
2022	191475	United States
2022	141525	United States
2022	110000	United States
2022	99000	United States
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	200000	Puerto Rico
2022	135000	Puerto Rico
2022	207000	United States
2022	153000	United States
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	195700	United States
2022	130500	United States
2022	130000	United States
2022	84000	United States
2022	100000	United States
2022	60000	United States
2022	80036	United Kingdom
2022	67723	United Kingdom
2022	141300	United States
2022	102100	United States
2022	50432	Spain
2022	36773	Spain
2022	150000	United States
2022	102200	United Kingdom
2022	144000	United States
2022	113000	United States
2022	31520	Spain
2022	195400	United States
2022	131300	United States
2022	195400	United States
2022	131300	United States
2022	195400	United States
2022	131300	United States
2022	190000	United States
2022	135000	United States
2022	135000	United States
2022	80000	United States
2022	160000	United States
2022	85000	United States
2022	178800	United States
2022	132100	United States
2022	60000	United States
2022	63040	Finland
2022	50000	American Samoa
2022	140000	United States
2022	105000	United States
2022	80036	United Kingdom
2022	67723	United Kingdom
2022	190000	United States
2022	140000	United States
2022	100000	United States
2022	60000	United States
2022	180000	United States
2022	165000	United States
2022	108000	United States
2021	20000	France
2022	190000	United States
2022	135000	United States
2022	179400	United States
2022	154000	United States
2022	193900	United States
2022	129300	United States
2022	222640	United States
2022	182160	United States
2022	150000	United States
2022	100000	United States
2022	122500	United States
2022	100000	United States
2022	297500	United States
2022	260000	United States
2021	15000	Thailand
2022	193000	United States
2022	93000	United States
2022	73000	United States
2022	100000	United States
2022	60000	United States
2022	136994	United States
2022	101570	United States
2022	250000	United States
2022	63000	United States
2022	134000	United States
2022	98000	United States
2022	191475	United States
2022	141525	United States
2022	57786	France
2022	136000	United States
2022	112000	United States
2022	172000	United States
2022	140000	United States
2022	215000	United States
2022	164000	United States
2022	300000	United States
2022	130000	United States
2022	250000	United States
2022	63000	United States
2022	180000	United States
2022	150000	United States
2021	45390	United Kingdom
2022	250000	United States
2022	63000	United States
2022	191475	United States
2022	141525	United States
2022	97500	United States
2022	212800	United States
2022	142800	United States
2022	73546	Netherlands
2022	50000	Germany
2022	151800	United States
2022	130240	United States
2022	165000	United States
2022	140250	United States
2022	135000	United States
2022	115000	United States
2022	179400	United States
2022	154000	United States
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	75000	United States
2022	84053	Greece
2022	73546	Greece
2022	98506	United Kingdom
2022	86193	United Kingdom
2022	84053	Spain
2022	73546	Spain
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	102663	United Kingdom
2022	80041	United Kingdom
2022	191475	United States
2022	141525	United States
2022	104611	United Kingdom
2022	82280	United Kingdom
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	115000	United States
2022	31520	Spain
2022	81000	United States
2022	66000	United States
2022	46000	United States
2022	80000	United States
2022	200000	United States
2022	180000	United States
2022	200000	United States
2022	204100	United States
2022	136100	United States
2022	250000	United States
2022	63000	United States
2022	118208	United Kingdom
2022	110820	United Kingdom
2021	19073	Denmark
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	191475	United States
2022	141525	United States
2022	95000	United States
2022	70000	United States
2022	75000	United States
2022	113000	United States
2022	170000	United States
2022	130000	United States
2022	113000	United States
2022	140000	United States
2021	50000	Philippines
2022	53368	Australia
2022	175000	United States
2022	140000	United States
2022	29944	Portugal
2022	250000	United States
2022	63000	United States
2022	160000	United States
2022	119300	United States
2022	145000	United States
2022	105000	United States
2022	90000	United States
2022	146200	United States
2022	124270	United States
2022	225000	United States
2022	160000	United States
2022	54634	Netherlands
2022	185800	Canada
2022	137400	Canada
2022	245000	United States
2022	180000	United States
2022	203500	United States
2022	152000	United States
2022	250000	United States
2022	63000	United States
2022	186000	United States
2022	148800	United States
2022	128058	United Kingdom
2022	82000	United States
2022	110000	France
2022	173000	United States
2022	203500	United States
2022	152000	United States
2022	186000	United States
2022	148800	United States
2022	158000	United States
2022	134000	United States
2022	170000	United States
2022	120000	United States
2022	200000	United States
2022	150000	United States
2022	216200	United States
2022	144100	United States
2022	115573	Netherlands
2022	89306	Netherlands
2022	250000	United States
2022	63000	United States
2022	135000	United States
2022	85000	United States
2022	135000	United States
2022	85000	United States
2022	206000	United States
2022	175100	United States
2022	189650	United States
2022	164996	United States
2022	149040	United States
2022	113900	United States
2022	154000	United States
2022	126000	United States
2022	200000	United States
2022	150000	United States
2022	195700	United States
2022	130500	United States
2022	170000	United States
2022	135000	United States
2022	98506	United Kingdom
2022	73880	United Kingdom
2022	117000	United States
2022	99450	United States
2022	200000	Puerto Rico
2022	135000	Puerto Rico
2022	193900	United States
2022	129300	United States
2022	55410	United Kingdom
2022	86193	United Kingdom
2022	61566	United Kingdom
2022	175000	United States
2022	130000	United States
2022	188100	United States
2022	139860	United States
2022	248700	United States
2022	167100	United States
2022	123400	United States
2022	88100	United States
2022	50432	Germany
2022	245000	United States
2022	205000	United States
2022	141300	United States
2022	102100	United States
2022	141300	United States
2022	102100	United States
2022	50000	Argentina
2022	84053	Belgium
2022	61566	United Kingdom
2022	250000	United States
2022	63000	United States
2022	189500	United States
2022	140100	United States
2022	177600	United States
2022	131300	United States
2022	24000	United States
2022	24000	United States
2022	250000	United States
2022	63000	United States
2022	202900	United States
2022	131300	United States
2022	145000	United States
2022	115000	United States
2022	115000	United States
2022	193900	United States
2022	129300	United States
2022	180000	United States
2022	140000	United States
2022	216200	United States
2022	144100	United States
2022	216000	United States
2022	144000	United States
2022	150000	United States
2022	50000	Austria
2021	250000	United States
2022	84053	Netherlands
2022	131752	United Kingdom
2022	48000	United States
2022	260500	United States
2022	175100	United States
2022	210000	United States
2022	100000	United States
2022	55000	United States
2022	130000	United States
2022	77119	United Kingdom
2022	52008	Belgium
2022	206699	United States
2022	99100	United States
2022	200000	United States
2022	54000	United States
2022	250000	United States
2022	63000	United States
2022	250000	United States
2022	63000	United States
2022	250000	United States
2022	63000	United States
2022	130000	United States
2022	100000	United States
2022	80000	United States
2022	160000	United States
2022	100000	United States
2022	221300	United States
2022	148700	United States
2022	30000	United Kingdom
2022	28368	France
2022	91118	United Kingdom
2022	61566	United Kingdom
2022	60938	Germany
2022	249260	United States
2022	185400	United States
2022	170000	United States
2022	130000	United States
2022	80036	United Kingdom
2022	128875	United States
2022	93700	United States
2022	180000	United States
2022	100000	United States
2022	136260	United States
2022	109280	United States
2022	160000	United States
2022	92000	United States
2022	200000	United States
2022	160000	United States
2022	135446	United Kingdom
2022	104663	United Kingdom
2022	117000	United States
2022	99450	United States
2022	129000	United States
2022	86000	United States
2022	160000	United States
2022	119300	United States
2022	100000	United States
2022	25000	Turkey
2022	65257	Singapore
2022	200000	United States
2022	180000	United States
2022	153000	United States
2022	210000	United States
2022	100000	United States
2022	150075	United States
2022	110925	United States
2022	22800	Egypt
2022	160000	United States
2022	92000	United States
2022	202900	United States
2022	131300	United States
2020	22809	Portugal
2022	15000	Indonesia
2022	175000	United States
2022	135000	United States
2022	133766	Australia
2022	83000	United States
2022	92350	United Kingdom
2022	67723	United Kingdom
2022	186000	United States
2022	148800	United States
2022	112900	United States
2022	90320	United States
2022	240000	United States
2022	160000	United States
2022	300000	United States
2022	200000	United States
2022	65666	Germany
2022	200000	United States
2022	116976	United Kingdom
2022	92350	United Kingdom
2022	120000	United States
2022	112900	United States
2022	90320	United States
