work_year	salary_in_usd	company_location
2023	135960	United States
2023	70960	United States
2023	128750	United States
2023	86250	United States
2023	110736	United Kingdom
2023	92280	United Kingdom
2023	131000	Colombia
2023	88000	Colombia
2023	185100	United States
2023	133300	United States
2023	180000	United States
2023	150000	United States
2023	90000	United States
2023	75000	United States
2023	130000	United States
2023	73824	United Kingdom
2023	61520	United Kingdom
2023	115500	United States
2023	73500	United States
2023	125000	United States
2023	85000	United States
2023	80000	United States
2023	70000	United States
2023	260000	United States
2023	160000	United States
2023	105000	United States
2023	80000	United States
2023	150000	Canada
2023	95000	Canada
2023	204750	United States
2023	153550	United States
2023	150000	United States
2023	120000	United States
2023	150000	United States
2023	110000	United States
2023	200000	United States
2023	141000	United States
2023	230000	United States
2023	175000	United States
2023	150000	United States
2023	120000	United States
2023	207611	United States
2023	127876	United States
2023	175000	United States
2023	135000	United States
2023	100000	United States
2023	75000	United States
2023	170000	United States
2023	144500	United States
2023	204500	United States
2023	142200	United States
2023	255360	United States
2023	212800	United States
2023	170000	United States
2023	100000	United States
2023	106400	United States
2023	81800	United States
2023	130000	United States
2023	69139	United States
2023	100631	Canada
2023	80505	Canada
2023	300105	United States
2023	151090	United States
2023	217600	United States
2023	145000	United States
2023	79976	United Kingdom
2023	55368	United Kingdom
2023	129000	United States
2023	110000	United States
2023	185000	United States
2023	50000	United States
2023	210000	United States
2023	108000	United States
2023	80000	United States
2023	59500	United States
2023	250000	United States
2023	173400	United States
2023	215000	United States
2023	153000	United States
2023	210398	United Kingdom
2023	147648	United Kingdom
2023	105000	United States
2023	75000	United States
2023	60000	United States
2023	54000	South Korea
2023	202000	United States
2023	132000	United States
2023	185900	United States
2023	129300	United States
2023	204500	United States
2023	142200	United States
2023	73824	United Kingdom
2023	61520	United Kingdom
2023	316000	United States
2023	202000	United States
2023	81206	United Kingdom
2023	330000	United States
2023	188000	United States
2023	140000	United States
2023	110000	United States
2023	190000	United States
2023	170000	United States
2023	180000	United States
2023	162000	United States
2023	150000	United States
2023	125000	United States
2023	140000	United States
2023	105000	United States
2023	90000	United States
2023	73000	United States
2023	145000	United States
2023	115000	United States
2023	145000	United States
2023	130000	United States
2023	204500	United States
2023	142200	United States
2023	150000	United States
2023	135000	United States
2023	247500	United States
2023	172200	United States
2023	329500	United States
2023	269600	United States
2023	225000	United States
2023	156400	United States
2023	190000	United States
2023	170000	United States
2023	185900	United States
2023	129300	United States
2023	80000	United States
2023	70000	United States
2023	204500	United States
2023	138900	United States
2023	204500	Canada
2023	142200	Canada
2023	115500	United States
2023	73500	United States
2023	146000	United States
2023	97000	United States
2023	147100	United States
2023	90700	United States
2023	257000	United States
2023	197000	United States
2023	140000	United States
2023	120000	United States
2023	85000	United States
2023	79000	United States
2023	93919	United States
2023	51962	United States
2023	155000	United States
2023	84800	United States
2023	250500	United States
2023	166600	United States
2023	135344	United Kingdom
2023	98432	United Kingdom
2023	174500	United States
2023	113000	United States
2023	135000	United States
2023	90000	United States
2023	246080	United Kingdom
2023	184560	United Kingdom
2023	135000	United States
2023	90000	United States
2023	53120	Estonia
2023	33686	Estonia
2023	260000	United States
2023	225000	United States
2023	226600	United States
2023	140100	United States
2023	204600	United States
2023	126500	United States
2023	340000	United States
2023	212000	United States
2023	213600	United States
2023	142400	United States
2023	153600	United States
2023	106800	United States
2023	309000	United States
2023	142000	United States
2023	125000	United States
2023	85000	United States
2023	226600	United States
2023	140100	United States
2023	303050	United States
2023	202350	United States
2023	143000	United States
2023	95000	United States
2023	185000	United States
2023	79600	United States
2023	207900	United States
2023	158400	United States
2023	303050	United States
2023	202350	United States
2023	385000	United States
2023	200000	United States
2023	241300	United States
2023	211949	United States
2023	115000	United States
2023	90000	United States
2023	172200	United States
2023	131200	United States
2023	105000	United States
2023	70000	United States
2023	253000	United States
2023	123800	United States
2023	240000	United States
2023	142500	United States
2023	34924	Poland
2023	330000	United States
2023	204000	United States
2023	180000	United States
2023	160000	United States
2023	193600	United States
2023	130838	United States
2023	225500	United States
2023	139400	United States
2023	143000	United States
2023	95000	United States
2023	328133	United States
2023	218755	United States
2023	250830	United States
2023	143370	United States
2023	260000	United States
2023	160000	United States
2023	203500	United States
2023	166500	United States
2023	180000	United States
2023	162000	United States
2023	145000	United States
2023	115000	United States
2023	180400	United States
2023	138800	United States
2023	148350	United States
2023	87400	United States
2023	87500	United States
2023	62500	United States
2023	157550	United States
2023	104650	United States
2023	115500	United States
2023	73500	United States
2023	309000	United States
2023	142000	United States
2023	139500	United States
2023	118575	United States
2023	129150	United States
2023	98400	United States
2023	192500	United States
2023	140000	United States
2023	67672	United Kingdom
2023	67672	United Kingdom
2023	98010	United States
2023	66825	United States
2023	145000	United States
2023	130000	United States
2023	95000	United States
2023	80000	United States
2023	204500	United States
2023	142200	United States
2023	120000	United States
2023	100000	United States
2023	190000	United States
2023	170000	United States
2023	155000	United States
2023	130000	United States
2023	115500	United States
2023	73500	United States
2023	204500	United States
2023	142200	United States
2023	170000	United States
2023	120000	United States
2023	229000	United States
2023	131000	United States
2023	104584	United Kingdom
2023	92280	United Kingdom
2023	192000	United States
2023	164000	United States
2023	181500	United States
2023	112200	United States
2023	223800	United States
2023	172100	United States
2023	258800	United States
2023	199200	United States
2023	185000	United States
2023	148000	United States
2023	193600	United States
2023	119700	United States
2023	175750	United States
2023	136742	United States
2023	257400	United States
2023	193500	United States
2023	228856	United States
2023	144540	United States
2023	170000	United States
2023	140000	United States
2023	155000	United States
2023	125000	United States
2023	170000	United States
2023	140000	United States
2023	150600	United States
2023	120500	United States
2023	176000	United States
2023	152000	United States
2023	200000	United States
2023	115500	United States
2023	73500	United States
2023	135344	United Kingdom
2023	98432	United Kingdom
2023	225000	United States
2023	172758	United States
2023	86128	United Kingdom
2023	67672	United Kingdom
2023	110000	United States
2023	85000	United States
2023	51676	United Kingdom
2023	43064	United Kingdom
2023	245000	United States
2023	194992	United States
2023	140000	United States
2023	100000	United States
2023	213800	United States
2023	180300	United States
2023	145000	United States
2023	90000	United States
2023	375500	United States
2023	250300	United States
2023	250500	United States
2023	166600	United States
2023	262269	United States
2023	230797	United States
2023	147100	United States
2023	90700	United States
2023	185000	United States
2023	145000	United States
2023	123040	United Kingdom
2023	92280	United Kingdom
2023	98432	United Kingdom
2023	62442	United Kingdom
2023	115000	United States
2023	90000	United States
2023	195000	United States
2023	73500	United States
2023	155000	United States
2023	84800	United States
2023	185000	United States
2023	145000	United States
2023	158900	United States
2023	132400	United States
2023	140000	United States
2023	130000	United States
2023	100000	United States
2023	163800	United States
2023	126000	United States
2023	225000	United States
2023	111967	United States
2023	205600	United States
2023	105700	United States
2023	115500	United States
2023	73500	United States
2023	104000	United States
2023	88000	United States
2023	216027	United States
2023	101028	United States
2023	48585	Spain
2023	38868	Spain
2023	309400	United States
2023	159100	United States
2023	142000	United States
2023	128000	United States
2023	174350	United States
2023	126800	United States
2023	226600	United States
2023	140100	United States
2023	180000	United States
2023	162000	United States
2023	262000	United States
2023	186000	United States
2023	185000	United States
2023	79600	United States
2023	129000	Canada
2023	95000	Canada
2023	175000	United States
2023	120000	United States
2023	92280	United Kingdom
2023	67672	United Kingdom
2023	29691	Italy
2023	130000	United States
2023	105000	United States
2023	232200	United States
2023	119000	United States
2023	268000	United States
2023	137500	United States
2023	153300	United States
2023	104244	United States
2023	216000	United States
2023	184000	United States
2023	190000	United States
2023	145000	United States
2023	155000	United States
2023	135000	United States
2023	226000	United States
2023	160000	United States
2023	80000	United States
2023	70000	United States
2023	198800	United States
2023	122600	United States
2023	230000	United States
2023	196000	United States
2023	181500	United States
2023	127000	United States
2023	210000	United States
2023	120000	France
2023	385000	United States
2023	245000	United States
2023	225000	United States
2023	175000	United States
2023	110019	Canada
2023	86682	Canada
2023	131650	United States
2023	105320	United States
2023	210000	United States
2023	151800	United States
2023	147500	United States
2023	112500	United States
2023	240000	United States
2023	163200	United States
2023	134200	United States
2023	103200	United States
2023	65000	United States
2023	55000	United States
2023	234000	United States
2023	176000	United States
2023	165400	United States
2023	127300	United States
2023	180400	United States
2023	138800	United States
2023	107968	Czech Republic
2023	32811	Spain
2023	185900	United States
2023	129300	United States
2023	115500	United States
2023	73500	United States
2023	145000	United States
2023	135000	United States
2023	126900	United States
2023	77900	United States
2023	85000	United States
2023	75000	United States
2023	110736	United Kingdom
2023	92280	United Kingdom
2023	330000	United States
2023	204000	United States
2023	169000	United States
2023	110600	United States
2023	115500	United States
2023	73500	United States
2023	168000	United States
2023	130000	United States
2023	225500	United States
2023	139400	United States
2023	150000	United States
2023	140000	United States
2023	226000	United States
2023	162000	United States
2023	200000	United States
2023	150000	United States
2023	195000	United States
2023	160000	United States
2023	154000	United States
2023	82000	United States
2023	160000	United States
2023	145000	United States
2023	239400	United States
2023	136800	United States
2023	329500	United States
2023	269600	United States
2023	120000	United States
2023	100000	United States
2023	204500	United States
2023	142200	United States
2023	230000	United States
2023	180000	United States
2023	164000	United States
2023	130000	United States
2023	169000	United States
2023	91000	United States
2023	323300	United States
2023	184700	United States
2023	145000	United States
2023	130000	United States
2023	170000	United States
2023	120000	United States
2023	210000	United States
2023	136000	United States
2023	171250	United States
2023	113750	United States
2023	136000	United States
2023	104000	United States
2023	195000	United States
2023	142000	United States
2023	185900	United States
2023	129300	United States
2023	194100	United States
2023	152300	United States
2023	190000	United States
2023	120000	United States
2023	240000	United States
2023	157250	United States
2023	212000	United States
2023	170000	United States
2023	194400	United States
2023	132192	United States
2023	204500	United States
2023	142200	United States
2023	174000	United States
2023	134000	United States
2023	38868	Spain
2023	152000	United States
2023	144700	United States
2023	85500	United States
2023	115500	United States
2023	73500	United States
2023	53120	Estonia
2023	38868	Estonia
2023	200000	United States
2023	160000	United States
2023	67500	United States
2023	46500	United States
2023	265800	United States
2023	177200	United States
2023	222000	United States
2023	115920	United States
2023	250000	United States
2023	190000	United States
2023	64781	Spain
2023	284310	United States
2023	153090	United States
2023	324000	United States
2023	159000	United States
2023	204500	United States
2023	142200	United States
2023	309000	United States
2023	142000	United States
2023	247300	United States
2023	139700	United States
2023	95000	United States
2023	80000	United States
2023	130500	United States
2023	111000	United States
2023	213210	United States
2023	102434	United States
2023	200000	United States
2023	140000	United States
2023	226600	United States
2023	140100	United States
2023	225000	United States
2023	156400	United States
2023	250000	United States
2023	176000	United States
2022	80000	United States
2023	233400	United States
2023	145300	United States
2023	248000	United States
2023	149000	United States
2023	156450	United States
2023	119200	United States
2023	115500	United States
2023	73500	United States
2023	185000	United States
2023	120250	United States
2023	216000	United States
2023	184000	United States
2023	300000	United States
2023	200000	United States
2023	230000	United States
2023	196000	United States
2023	192000	United States
2023	164000	United States
2023	225000	United States
2023	152700	United States
2023	192000	United States
2023	164000	United States
2023	115500	United States
2023	73500	United States
2023	64781	Germany
2023	160000	United States
2023	140000	United States
2023	139152	United States
2023	82452	United States
2023	204500	United States
2023	142200	United States
2023	85000	United States
2023	65000	United States
2023	139000	United States
2023	85700	United States
2023	248100	United States
2023	145900	United States
2023	200000	United States
2023	145000	United States
2023	230000	United States
2023	184000	United States
2023	269500	United States
2023	166600	United States
2023	295500	United States
2023	165200	United States
2023	226600	United States
2023	140100	United States
2023	235000	United States
2023	135000	United States
2023	110000	United States
2023	75000	United States
2023	180000	United States
2023	144000	United States
2023	49216	United Kingdom
2023	43064	United Kingdom
2023	65000	United States
2023	55000	United States
2023	160667	United States
2023	130000	United States
2023	27568	Brazil
2023	169000	United States
2023	110600	United States
2023	225500	United States
2023	139400	United States
2023	304200	United States
2023	173800	United States
2023	191765	United States
2023	134326	United States
2023	173000	United States
2023	160000	United States
2023	258384	United States
2023	153100	United States
2023	135000	United States
2023	70000	United States
2023	168000	United States
2023	130000	United States
2023	146200	United States
2023	116960	United States
2023	226700	United States
2023	133300	United States
2023	370000	United States
2023	245000	United States
2023	208450	United States
2023	151600	United States
2023	111600	United States
2023	72000	United States
2023	359170	United States
2023	295490	United States
2023	90000	Canada
2023	90000	United States
2023	84000	United States
2023	110000	France
2023	90000	France
2023	110000	United States
2023	70000	United States
2023	48585	Spain
2023	38868	Spain
2023	90000	United States
2023	75000	United States
2023	253000	United States
2023	162000	United States
2023	115000	Canada
2023	85000	Canada
2023	164000	United States
2023	130000	United States
2023	359170	United States
2023	295490	United States
2023	145900	United States
2023	128100	United States
2023	127000	United States
2023	95000	United States
2023	94600	United States
2023	86000	United States
2023	72000	Brazil
2023	60000	Brazil
2023	136000	United States
2023	104000	United States
2023	323300	United States
2023	184700	United States
2023	150000	United States
2023	101570	United States
2023	247500	United States
2023	172200	United States
2023	198800	United States
2023	122600	United States
2023	173650	United States
2023	113900	United States
2023	185000	United States
2023	126000	United States
2023	139500	United States
2023	110000	United States
2023	160000	United States
2023	130000	United States
2023	280000	United States
2023	200000	United States
2023	123040	United Kingdom
2023	73824	United Kingdom
2023	248100	United States
2023	145900	United States
2023	220000	United States
2023	175000	United States
2023	175000	United States
2023	150000	United States
2023	145000	United States
2023	130000	United States
2023	115500	United States
2023	73500	United States
2023	150000	United States
2023	135000	United States
2023	150000	United States
2023	85000	United States
2023	210000	United States
2023	170000	United States
2023	160000	United States
2023	108000	United States
2023	115000	Brazil
2023	110000	Brazil
2023	220000	United States
2023	185000	United States
2023	182500	United States
2023	135000	United States
2023	208500	United States
2023	165000	United States
2023	35000	United States
2023	146000	United States
2023	94000	United States
2023	225000	United States
2023	156400	United States
2023	300000	Qatar
2023	91000	United States
2023	86000	United States
2023	205500	United States
2023	132500	United States
2023	115500	United States
2023	73500	United States
2023	180000	United States
2023	204500	United States
2023	142200	United States
2023	97750	United States
2023	75000	United States
2023	252990	United States
2023	162170	United States
2023	216000	United States
2023	184000	United States
2023	170000	United States
2023	120000	United States
2023	133200	United States
2023	84000	United States
2023	75000	United States
2023	67500	United States
2023	86128	Canada
2023	61520	Canada
2023	300000	United States
2023	160000	United States
2023	142000	United States
2023	128000	United States
2023	160000	United States
2023	140000	United States
2023	265000	United States
2023	153000	United States
2023	143000	United States
2023	126277	United States
2023	230000	United States
2023	153000	United States
2023	224500	United States
2023	126900	United States
2023	115500	United States
2023	73500	United States
2023	145000	United States
2023	115000	United States
2023	227700	United States
2023	154836	United States
2023	140000	United States
2023	126000	United States
2023	165000	United States
2023	127000	United States
2023	209000	United States
2023	112500	United States
2023	140000	United States
2023	110000	United States
2023	185900	United States
2023	129300	United States
2023	370000	United States
2023	300000	United States
2023	136000	United States
2023	104000	United States
2023	214000	United States
2023	154000	United States
2023	205000	United States
2023	157500	United States
2023	255000	United States
2023	178000	United States
2023	155000	United States
2023	109283	United States
2023	189000	United States
2023	137000	United States
2023	120000	United States
2023	110000	United States
2023	204500	United States
2023	142200	United States
2023	100000	United States
2023	75000	United States
2023	181500	United States
2023	112200	United States
2023	49216	United Kingdom
2023	43064	United Kingdom
2023	170500	Canada
2023	118575	Canada
2023	130000	United States
2023	100000	United States
2022	97712	Netherlands
2023	24940	Portugal
2023	172200	United States
2023	131200	United States
2023	154500	United States
2023	131325	United States
2023	110400	United States
2023	68000	United States
2023	115500	United States
2023	73500	United States
2023	140000	United States
2023	100000	United States
2023	192000	United States
2023	138240	United States
2023	225000	United States
2023	190000	United States
2023	207500	United States
2023	172900	United States
2023	135000	United States
2023	70000	United States
2023	254000	United States
2023	185000	United States
2023	162000	United States
2023	111000	United States
2023	225000	United States
2023	156400	United States
2023	147100	United States
2023	90700	United States
2023	90000	United States
2023	70000	United States
2023	168400	United States
2023	105200	United States
2023	237000	United States
2023	170112	United States
2023	25912	Italy
2023	134960	Netherlands
2023	155000	United States
2023	130000	United States
2023	105000	United States
2023	70000	United States
2023	140000	United States
2023	120000	United States
2023	115000	Canada
2023	85000	Canada
2023	260000	United States
2023	234000	United States
2023	204500	United States
2023	142200	United States
2023	330000	United States
2023	204000	United States
2023	180000	United States
2023	165000	United States
2023	185900	United States
2023	167310	United States
2023	94600	United States
2023	86000	United States
2023	297300	United States
2023	198200	United States
2023	167000	United States
2023	150000	United States
2023	121000	United States
2023	101570	United States
2023	175000	United States
2023	125000	United States
2023	325000	United States
2023	171000	United States
2023	180000	United States
2023	137000	United States
2023	265000	United States
2023	172000	United States
2023	155810	United States
2023	106720	United States
2023	160800	United Kingdom
2023	132200	United Kingdom
2023	133000	United States
2023	113000	United States
2023	105000	United States
2023	75000	United States
2023	208400	United States
2023	139000	United States
2023	157550	United States
2023	104650	United States
2023	240500	United States
2023	123700	United States
2023	205600	United States
2023	105700	United States
2023	78000	United States
2023	121000	United States
2023	78000	United States
2023	85600	United States
2023	48915	United States
2023	78000	United States
2023	68000	United States
2023	53444	Spain
2023	45150	Spain
2023	275500	United States
2023	206000	United States
2023	202800	United States
2023	104300	United States
2023	56359	Italy
2023	47799	Italy
2023	154000	United States
2023	102000	United States
2023	140000	United States
2023	100000	United States
2023	91000	United States
2023	86000	United States
2023	228000	United States
2023	136000	United States
2023	180000	United States
2023	140000	United States
2023	175000	United States
2023	155000	United States
2022	16455	Russia
2023	207611	United States
2023	127876	United States
2023	111000	United States
2023	104000	United States
2023	128000	United States
2023	81500	United States
2023	61520	United Kingdom
2023	43064	United Kingdom
2023	97750	United States
2023	75000	United States
2023	238000	United States
2023	176000	United States
2023	192000	Canada
2023	92000	Canada
2023	195000	United States
2023	125000	United States
2023	204500	United States
2023	142200	United States
2023	132600	United States
2023	81500	United States
2023	202400	United States
2023	147200	United States
2023	175000	United States
2023	135000	United States
2023	238000	United States
2023	176000	United States
2023	239000	United States
2023	136000	United States
2023	54000	United States
2023	36000	United States
2023	176000	United States
2023	118720	United States
2023	204500	United States
2023	138900	United States
2023	140000	United States
2023	95000	United States
2023	240000	United States
2023	157000	United States
2023	165000	United States
2023	136000	United States
2023	230000	United States
2023	196000	United States
2023	272300	United States
2023	222800	United States
2023	167500	United States
2023	106500	United States
2023	172750	United States
2023	82500	United States
2023	165600	United States
2023	65800	United States
2023	192000	United States
2023	164000	United States
2023	145000	United States
2023	130000	United States
2023	226600	United States
2023	140100	United States
2023	185900	United States
2023	129300	United States
2023	331640	United States
2023	267720	United States
2023	281000	Canada
2023	181000	Canada
2023	207611	United States
2023	127876	United States
2023	225000	United States
2023	168000	United States
2023	280600	United States
2023	158600	United States
2023	200000	United States
2023	140000	United States
2023	283780	United States
2023	218540	United States
2023	178500	United States
2023	100000	United States
2023	323300	United States
2023	184700	United States
2023	248100	United States
2023	145900	United States
2023	123040	United Kingdom
2023	104584	United Kingdom
2023	185000	United States
2023	137700	United States
2023	205500	United States
2023	132500	United States
2023	65100	United States
2023	44640	United States
2023	181500	United States
2023	112200	United States
2023	192000	United States
2023	164000	United States
2023	161000	United States
2023	123000	United States
2023	247300	United States
2023	139700	United States
2023	145000	United States
2023	106000	United States
2023	200000	Canada
2023	160000	Canada
2023	204600	United States
2023	126500	United States
2023	278700	United States
2023	159300	United States
2023	180000	United States
2023	140000	United States
2023	238000	United States
2023	176000	United States
2023	125000	United States
2023	65000	United States
2023	230000	United States
2023	175000	United States
2023	130000	United States
2023	100000	United States
2023	252990	United States
2023	162170	United States
2023	183000	Canada
2023	122000	Canada
2023	253000	United States
2023	172040	United States
2023	310270	United States
2023	239080	United States
2023	85000	United States
2023	70000	United States
2023	135000	United States
2023	125000	United States
2023	253000	United States
2023	172040	United States
2023	135000	United States
2023	108000	United States
2023	225500	United States
2023	139400	United States
2023	129562	United States
2023	50000	Kenya
2023	227850	United States
2023	180500	United States
2023	90000	United States
2023	70000	United States
2023	199000	United States
2023	159000	United States
2023	350000	United States
2023	80000	United States
2023	240000	United Kingdom
2023	160000	United Kingdom
2023	145000	United States
2023	115000	United States
2023	107500	United States
2023	96750	United States
2023	174000	United States
2023	104000	United States
2023	275300	United States
2023	183500	United States
2023	250000	United States
2023	225000	United States
2023	174350	United States
2023	126800	United States
2023	284050	United States
2023	193800	United States
2023	300000	United States
2023	200000	United States
2023	232989	United States
2023	140000	United States
2023	85000	United States
2023	204500	United States
2023	142200	United States
2023	147100	United States
2023	90700	United States
2023	140000	United States
2023	95000	United States
2023	204500	United States
2023	138900	United States
2023	168400	United States
2023	105200	United States
2023	205500	United States
2023	132500	United States
2023	147100	United States
2023	90700	United States
2023	247500	United States
2023	172200	United States
2023	192000	United States
2023	138240	United States
2023	168400	United States
2023	105200	United States
2023	150550	United States
2023	116710	United States
2023	180000	United States
2023	162000	United States
2023	226600	United States
2023	140100	United States
2023	147100	United States
2023	90700	United States
2023	175000	United States
2023	120000	United States
2023	147100	United States
2023	90700	United States
2023	168400	United States
2023	105200	United States
2023	125000	United States
2023	100000	United States
2023	198800	United States
2023	105200	United States
2023	115500	United States
2023	73500	United States
2023	150600	United Kingdom
2023	120500	United Kingdom
2023	183000	United States
2023	140000	United States
2023	167500	United States
2023	106500	United States
2023	175000	United States
2023	125000	United States
2023	239000	Canada
2023	149000	Canada
2023	128000	United States
2023	81500	United States
2023	185000	United States
2023	122000	United States
2023	202800	United States
2023	104300	United States
2023	181500	United States
2023	127000	United States
2023	186000	United States
2023	138000	United States
2023	185000	United States
2023	122000	United States
2023	196000	United States
2023	142600	United States
2023	205000	United States
2023	150000	United States
2023	140000	Canada
2023	112000	Canada
2023	139000	United States
2023	85700	United States
2023	36000	Russia
2023	130000	United States
2023	91270	United States
2023	226600	United States
2023	140100	United States
2023	225000	United States
2023	156400	United States
2023	222200	United States
2023	136000	United States
2023	180000	United States
2023	165000	United States
2023	247000	United States
2023	118440	United States
2023	145000	United States
2023	130000	United States
2023	204500	United States
2023	138900	United States
2023	297300	United States
2023	198200	United States
2023	172200	United States
2023	131200	United States
2023	110736	United Kingdom
2023	86128	United Kingdom
2023	204500	United States
2023	138900	United States
2023	87500	United States
2023	62500	United States
2023	244000	Canada
2023	157000	Canada
2023	157550	United States
2023	104650	United States
2023	136000	United States
2023	90600	United States
2023	49216	United Kingdom
2023	43064	United Kingdom
2023	160000	India
2023	91773	Spain
2023	120350	United States
2023	74400	United States
2023	281000	Canada
2023	181000	Canada
2023	280600	United States
2023	158600	United States
2023	315300	United States
2023	210200	United States
2023	177000	United States
2023	110000	United States
2023	185000	United States
2023	79600	United States
2023	65000	United States
2023	55000	United States
2023	250000	United States
2023	160000	United States
2023	183200	United States
2023	122200	United States
2023	100000	United States
2023	75000	United States
2023	185000	United States
2023	145000	United States
2023	150000	United States
2023	131000	United States
2023	101000	United States
2023	170000	United States
2023	130000	United States
2023	171050	United States
2023	124400	United States
2023	135000	United States
2023	110000	United States
2023	187000	United States
2023	128000	United States
2023	177000	United States
2023	110000	United States
2023	138000	United States
2023	92000	United States
2023	200000	United States
2023	160000	United States
2023	138000	United Kingdom
2023	92000	United Kingdom
2023	140000	United States
2023	120000	United States
2023	241300	United States
2023	124100	United States
2023	185000	United States
2023	152000	United States
2023	138000	United States
2023	92000	United States
2023	288000	United States
2023	160000	United States
2023	93918	United States
2023	51962	United States
2023	107968	Germany
2023	90599	Germany
2023	189750	United States
2023	145000	United States
2023	225500	United States
2023	139400	United States
2023	130000	United States
2023	95000	United States
2023	359170	United States
2023	310270	United States
2023	252000	United States
2023	140000	United States
2023	82254	Canada
2023	61699	Canada
2023	247500	United States
2023	172200	United States
2023	87500	United States
2023	62500	United States
2023	146000	Canada
2023	108000	Canada
2023	204500	United States
2023	142200	United States
2023	138000	United States
2023	92000	United States
2023	273000	United States
2023	166500	United States
2023	65000	United States
2023	45000	United States
2023	180000	United States
2023	150000	United States
2023	174000	United States
2023	139000	United States
2023	212800	United States
2023	124100	United States
2023	247500	United States
2023	172200	United States
2023	189750	Canada
2023	119213	Canada
2023	190000	Canada
2023	140000	Canada
2023	228830	United States
2023	148590	United States
2023	140000	United States
2023	180514	United Kingdom
2023	108308	United Kingdom
2023	220000	United States
2023	170000	United States
2023	169000	United States
2023	110600	United States
2023	180514	United Kingdom
2023	108308	United Kingdom
2023	247300	United States
2023	139700	United States
2023	77737	Spain
2023	64311	Spain
2023	205500	United States
2023	132500	United States
2023	75000	United States
2023	65000	United States
2023	121000	United States
2023	78000	United States
2023	160000	United States
2023	145000	United States
2023	75577	Italy
2023	62433	Italy
2023	238000	Canada
2023	156000	Canada
2023	204500	United States
2023	138900	United States
2023	204500	United States
2023	142200	United States
2023	160000	United States
2023	120000	United States
2023	254000	United States
2023	200000	United States
2023	228000	United States
2023	136000	United States
2023	233300	United States
2023	155500	United States
2023	64781	Denmark
2023	94000	United States
2023	81900	United States
2023	190000	United States
2023	140000	United States
2023	199000	United Kingdom
2023	162000	United Kingdom
2023	92280	United Kingdom
2023	67672	United Kingdom
2023	208000	United States
2023	109500	United States
2023	240000	United States
2023	238530	United States
2023	95000	United States
2023	82000	United States
2023	80000	United States
2023	70000	United States
2023	155000	United States
2023	130000	United States
2023	169000	United States
2023	110600	United States
2023	190000	United States
2023	150000	United States
2023	154700	United States
2023	118900	United States
2023	232960	United States
2023	166400	United States
2023	156000	United States
2023	105000	United States
2023	193000	Canada
2023	143000	Canada
2023	190000	United States
2023	140000	United States
2023	138860	United States
2023	119610	United States
2023	205485	United States
2023	156560	United States
2023	230000	United States
2023	175000	United States
2023	210600	United Kingdom
2023	135000	United Kingdom
2023	265000	United States
2023	153000	United States
2023	260000	United States
2023	170000	United States
2023	105000	United States
2023	65000	United States
2023	157550	United States
2023	104650	United States
2023	225000	United States
2023	156400	United States
2023	150000	United States
2023	125000	United States
2023	135000	United Kingdom
2023	100000	United Kingdom
2023	100000	United States
2023	59000	United States
2023	70132	United Kingdom
2023	51676	United Kingdom
2023	92280	United Kingdom
2023	79976	United Kingdom
2022	15000	Ghana
2023	64781	Germany
2023	225000	United States
2023	156400	United States
2023	144100	United States
2023	89100	United States
2023	185900	United States
2023	129300	United States
2023	177000	United States
2023	110000	United States
2023	140000	United States
2023	100000	United States
2023	145000	United States
2023	115000	United States
2023	193600	United States
2023	119700	United States
2023	94000	United States
2023	81900	United States
2023	164000	United States
2023	130000	United States
2023	190000	United States
2023	140000	United States
2023	131721	Netherlands
2023	323300	United States
2023	184700	United States
2023	180000	United States
2023	120000	United States
2023	93918	United States
2023	51962	United States
2023	150000	United States
2023	130000	United States
2023	242000	Canada
2023	134000	Canada
2023	104000	United States
2023	86000	United States
2023	258800	United Kingdom
2023	199200	United Kingdom
2023	201000	United States
2023	122000	United States
2023	110000	United States
2023	90000	United States
2023	141100	United States
2023	94100	United States
2023	210000	United States
2023	165000	United States
2023	185900	United States
2023	129300	United States
2023	140000	United States
2023	126000	United States
2023	170000	United States
2023	130000	United States
2023	104584	United Kingdom
2023	92280	United Kingdom
2023	208500	United States
2023	165000	United States
2023	77737	Germany
2023	86374	Sweden
2023	169000	United States
2023	110600	United States
2023	185900	United States
2023	129300	United States
2023	225000	United States
2023	156400	United States
2023	309000	United States
2023	142000	United States
2023	225000	United States
2023	156400	United States
2023	204500	United States
2023	138900	United States
2023	185900	United States
2023	129300	United States
2023	323300	United States
2023	184700	United States
2023	247500	United States
2023	172200	United States
2023	204500	United States
2023	142200	United States
2023	135000	United States
2023	110000	United States
2023	180514	United Kingdom
2023	108308	United Kingdom
2023	118800	United States
2023	75000	United States
2023	145000	United States
2023	130000	United States
2023	180514	United Kingdom
2023	108308	United Kingdom
2023	193600	United States
2023	119700	United States
2023	130800	United States
2023	87200	United States
2023	215000	United States
2023	150000	United States
2023	247500	United States
2023	172200	United States
2023	61520	United Kingdom
2023	49216	United Kingdom
2023	204500	United States
2023	142200	United States
2023	169000	United States
2023	110600	United States
2023	204500	United States
2023	142200	United States
2023	238000	United States
2023	173000	United States
2023	225000	United States
2023	156400	United States
2023	204500	United States
2023	142200	United States
2023	225000	United States
2023	156400	United States
2023	185900	United States
2023	129300	United States
2023	205785	United Kingdom
2023	123471	United Kingdom
2023	299500	United States
2023	245100	United States
2023	153600	United States
2023	106800	United States
2023	40000	South Korea
